age_GTS2020,age_GTS2020,age_GTS2020,age_GTS2020,age_W2020,temp_benthic,d18Osw_raw,d18Osw_pH
31.974,31.881,31.881,31.87,31.87,7.706592052,0.337099943,-0.105151323
32.07,31.976,31.976,31.97,31.97,7.686696016,0.331248806,-0.111927248
32.166,32.071,32.071,32.07,32.07,7.672098019,0.325463849,-0.119063305
32.263,32.166,32.166,32.17,32.17,7.660705733,0.319999956,-0.126766265
32.359,32.261,32.261,32.27,32.27,7.655697274,0.312606631,-0.134909141
32.455,32.356,32.356,32.37,32.37,7.650791262,0.305004103,-0.144125253
32.551,32.451,32.451,32.47,32.47,7.650202722,0.297043994,-0.153493814
32.647,32.546,32.546,32.57,32.57,7.658128048,0.287602607,-0.163149696
32.743,32.641,32.641,32.67,32.67,7.66714449,0.278608701,-0.173984148
32.839,32.736,32.736,32.77,32.77,7.678610483,0.269320872,-0.184562839
32.935,32.831,32.831,32.87,32.87,7.699114805,0.258952944,-0.196015653
33.031,32.925,32.925,32.97,32.97,7.725433748,0.249041797,-0.208343359
33.128,33.02,33.02,33.07,33.07,7.755674398,0.237501064,-0.221097345
33.224,33.115,33.115,33.17,33.17,7.794612768,0.22506021,-0.23455004
33.318,33.217,33.217,33.27,33.27,7.839892794,0.212264672,-0.248113864
33.41,33.324,33.324,33.37,33.37,7.887199044,0.199212526,-0.26351896
33.502,33.431,33.431,33.47,33.47,7.945826297,0.184696043,-0.280285609
33.594,33.538,33.538,33.57,33.57,8.00756652,0.172880321,-0.293997557
33.686,33.645,33.645,33.67,33.67,8.061711657,0.180773398,-0.28903082
33.771,33.746,33.75,33.77,33.77,8.12264535,0.173834127,-0.297358655
33.847,33.84,33.851,33.87,33.87,8.191742843,0.157120211,-0.315321296
33.923,33.934,33.953,33.97,33.97,8.25238578,0.141589682,-0.331708529
33.999,34.029,34.054,34.07,34.07,8.310943019,0.127736263,-0.34667057
34.075,34.123,34.156,34.17,34.17,8.365882306,0.115619736,-0.360770426
34.151,34.217,34.257,34.27,34.27,8.422268864,0.104358386,-0.373507066
34.227,34.311,34.359,34.37,34.37,8.470215275,0.09368453,-0.385103708
34.302,34.405,34.46,34.47,34.47,8.522704447,0.084771062,-0.395595065
34.378,34.499,34.562,34.57,34.57,8.578528737,0.077523149,-0.404565247
34.454,34.593,34.663,34.67,34.67,8.635843961,0.07081771,-0.41266793
34.53,34.687,34.765,34.77,34.77,8.703829817,0.064560129,-0.41915399
34.606,34.781,34.866,34.87,34.87,8.774771454,0.059877737,-0.424839636
34.682,34.875,34.968,34.97,34.97,8.851315223,0.05728326,-0.429201304
34.758,34.969,35.07,35.07,35.07,8.940155826,0.055069032,-0.431543797
34.858,35.085,35.17,35.17,35.17,9.040051503,0.054325695,-0.43432677
34.969,35.211,35.27,35.27,35.27,9.152541475,0.05362222,-0.435442307
35.093,35.351,35.37,35.37,35.37,9.277756326,0.054256196,-0.437112307
35.241,35.52,35.47,35.47,35.47,9.416140892,0.054356994,-0.437457694
35.389,35.689,35.57,35.57,35.57,9.560470413,0.05401147,-0.439774927
35.51,35.827,35.67,35.67,35.67,9.706189616,0.055365548,-0.439700608
35.697,36.04,35.77,35.77,35.77,9.851249608,0.0545424,-0.443000801
35.802,36.159,35.87,35.87,35.87,9.993962102,0.051552254,-0.446890011
35.9,36.271,35.97,35.97,35.97,10.13504477,0.048204009,-0.451689801
35.999,36.384,36.07,36.07,36.07,10.27899726,0.045658229,-0.45502392
36.098,36.496,36.17,36.17,36.17,10.42149849,0.046449231,-0.4554358
36.196,36.609,36.27,36.27,36.27,10.5624329,0.051889116,-0.45100166
36.296,36.723,36.37,36.37,36.37,10.70355354,0.064452185,-0.439518874
36.403,36.844,36.47,36.47,36.47,10.84557644,0.081611517,-0.424101395
36.509,36.965,36.57,36.57,36.57,10.96978902,0.096546384,-0.410435257
36.598,37.063,36.67,36.67,36.67,11.08296463,0.109262358,-0.398798713
36.687,37.159,36.77,36.77,36.77,11.1876727,0.120784011,-0.389278973
36.776,37.256,36.87,36.87,36.87,11.28441607,0.130396886,-0.381013969
36.865,37.352,36.97,36.97,36.97,11.37082856,0.140086606,-0.374264016
36.955,37.449,37.07,37.07,37.07,11.44830515,0.147064201,-0.367745358
37.044,37.545,37.17,37.17,37.17,11.52257359,0.15449727,-0.362057981
37.133,37.642,37.27,37.27,37.27,11.58973383,0.160837594,-0.355311681
37.222,37.739,37.37,37.37,37.37,11.6587588,0.16896134,-0.350815972
37.299,37.823,37.47,37.47,37.47,11.72562335,0.175934325,-0.346039553
37.378,37.907,37.57,37.57,37.57,11.79405298,0.183313111,-0.339670872
37.459,37.995,37.67,37.67,37.67,11.86392433,0.191721333,-0.333514849
37.54,38.083,37.77,37.77,37.77,11.93333448,0.200585623,-0.325370214
37.619,38.168,37.87,37.87,37.87,12.00979459,0.211285744,-0.316080785
37.691,38.246,37.97,37.97,37.97,12.08506253,0.222406704,-0.305200816
37.763,38.324,38.07,38.07,38.07,12.16048974,0.233256999,-0.294716922
37.839,38.406,38.163,38.163,38.17,12.22850637,0.245022097,-0.284573197
37.915,38.489,38.256,38.256,38.27,12.2913079,0.255261029,-0.275672016
37.992,38.571,38.349,38.349,38.37,12.35402056,0.26460173,-0.266674215
38.064,38.649,38.438,38.438,38.47,12.40684182,0.274472119,-0.259044928
38.131,38.721,38.522,38.522,38.57,12.4632793,0.282557074,-0.251702117
38.198,38.793,38.607,38.607,38.67,12.51303151,0.289889185,-0.244558965
38.265,38.865,38.691,38.691,38.77,12.5581685,0.296760904,-0.239145837
38.333,38.938,38.775,38.775,38.87,12.60093652,0.302939856,-0.234082464
38.4,39.01,38.86,38.86,38.97,12.63991596,0.308138406,-0.229694273
38.467,39.082,38.944,38.944,39.07,12.6799534,0.312021965,-0.227582266
38.534,39.154,39.029,39.029,39.17,12.71439515,0.315615878,-0.226205846
38.602,39.226,39.113,39.113,39.27,12.74718464,0.317938312,-0.225312052
38.669,39.299,39.198,39.198,39.37,12.77691171,0.318576106,-0.226785365
38.736,39.371,39.282,39.282,39.47,12.80690474,0.317084681,-0.229433754
38.803,39.443,39.367,39.367,39.57,12.83526656,0.31612403,-0.232810275
38.871,39.515,39.451,39.451,39.67,12.8617417,0.313231658,-0.236873981
38.938,39.587,39.536,39.536,39.77,12.88460969,0.30872074,-0.242782908
39.001,39.655,39.615,39.615,39.87,12.91076834,0.302447042,-0.249979139
39.078,39.737,39.701,39.701,39.97,12.93854935,0.294119766,-0.259463142
39.204,39.87,39.823,39.823,40.07,12.96566593,0.28331395,-0.272218176
39.33,40.004,39.944,39.944,40.17,12.99247501,0.267313018,-0.290492182
39.456,40.137,40.066,40.066,40.27,13.01707543,0.247096412,-0.312406565
39.581,40.266,40.187,40.187,40.37,13.03911254,0.225315407,-0.334948956
39.705,40.394,40.309,40.309,40.47,13.05408407,0.205142944,-0.356727149
39.829,40.522,40.431,40.431,40.57,13.06250306,0.188244996,-0.374884761
39.953,40.651,40.553,40.553,40.67,13.06324168,0.173771131,-0.390070106
40.077,40.779,40.674,40.674,40.77,13.05967888,0.161115282,-0.404785496
40.201,40.908,40.796,40.796,40.87,13.0554137,0.148820918,-0.418202649
40.325,41.036,40.918,40.918,40.97,13.05594212,0.137333432,-0.430829471
40.448,41.163,41.036,41.036,41.07,13.05696989,0.12663298,-0.443419096
40.564,41.281,41.111,41.111,41.17,13.05811944,0.116493603,-0.455159876
40.679,41.398,41.188,41.189,41.27,13.06151859,0.105973919,-0.46772219
40.777,41.495,41.289,41.297,41.37,13.06195419,0.096492898,-0.478921571
40.876,41.593,41.39,41.406,41.47,13.06456686,0.087276016,-0.490559003
40.974,41.69,41.491,41.515,41.57,13.06917411,0.07856131,-0.50125667
41.072,41.788,41.592,41.624,41.67,13.0734542,0.06938815,-0.511513623
41.171,41.885,41.693,41.733,41.77,13.0790298,0.060857446,-0.521944346
41.269,41.983,41.795,41.841,41.87,13.08092069,0.052993884,-0.531943232
41.368,42.081,41.896,41.95,41.97,13.07861676,0.044841997,-0.54183346
41.466,42.178,41.997,42.059,42.07,13.07858161,0.036973419,-0.550984378
41.564,42.276,42.098,42.168,42.17,13.0847368,0.028628102,-0.560790789
41.657,42.365,42.197,42.267,42.27,13.09342264,0.02105202,-0.569913275
41.747,42.451,42.297,42.362,42.37,13.09827671,0.012610016,-0.578676493
41.837,42.537,42.396,42.458,42.47,13.10130441,0.004684218,-0.587696016
41.928,42.623,42.495,42.553,42.57,13.09878897,-0.002796681,-0.597211646
42.018,42.71,42.594,42.649,42.67,13.1017626,-0.01184491,-0.608068345
42.108,42.796,42.694,42.745,42.77,13.10569413,-0.019016669,-0.618664318
42.198,42.882,42.793,42.84,42.87,13.1080878,-0.026783157,-0.628672121
42.288,42.968,42.892,42.936,42.97,13.10669617,-0.035483283,-0.639470903
42.379,43.054,42.991,43.031,43.07,13.10459682,-0.044875773,-0.649616105
42.469,43.141,43.091,43.127,43.17,13.10600749,-0.053803302,-0.660207819
42.559,43.227,43.19,43.223,43.27,13.10289793,-0.063615428,-0.671625487
42.649,43.313,43.289,43.318,43.37,13.09819371,-0.073791995,-0.682921837
42.74,43.399,43.388,43.414,43.47,13.09417655,-0.084165906,-0.694583646
42.832,43.484,43.478,43.513,43.57,13.09441683,-0.093332096,-0.705630339
42.927,43.568,43.563,43.615,43.67,13.0958964,-0.103166899,-0.717085443
43.021,43.652,43.647,43.718,43.77,13.10078347,-0.112968941,-0.727972655
43.115,43.736,43.731,43.82,43.87,13.10576213,-0.12206519,-0.738894814
43.21,43.82,43.815,43.922,43.97,13.11157226,-0.130576814,-0.748553998
43.304,43.904,43.9,44.024,44.07,13.12150667,-0.138555436,-0.757955658
43.398,43.988,43.984,44.126,44.17,13.13130669,-0.146428661,-0.766470802
43.493,44.072,44.068,44.228,44.27,13.14296819,-0.153388707,-0.775578168
43.587,44.156,44.152,44.33,44.37,13.16138482,-0.159999968,-0.783372013
43.681,44.241,44.237,44.432,44.47,13.17766517,-0.166027171,-0.791019085
43.776,44.325,44.321,44.535,44.57,13.19502021,-0.17092662,-0.798394174
43.87,44.409,44.405,44.637,44.67,13.21853223,-0.176412498,-0.803625734
43.964,44.493,44.489,44.739,44.77,13.24981111,-0.180635817,-0.809378752
44.059,44.577,44.574,44.841,44.87,13.28041018,-0.184872445,-0.814405491
44.153,44.661,44.658,44.943,44.97,13.31293233,-0.187400654,-0.818956843
44.247,44.745,44.742,45.045,45.07,13.3512805,-0.189713665,-0.822678683
44.342,44.829,44.827,45.147,45.17,13.39277255,-0.191199107,-0.826358948
44.436,44.913,44.911,45.249,45.27,13.4440229,-0.191733624,-0.827716547
44.53,44.997,44.995,45.352,45.37,13.49699434,-0.191713692,-0.828424776
44.624,45.081,45.079,45.454,45.47,13.56278457,-0.191019337,-0.829071719
44.719,45.165,45.164,45.556,45.57,13.63856841,-0.189266158,-0.828530077
44.813,45.249,45.248,45.658,45.67,13.72832726,-0.186655404,-0.826418479
44.907,45.333,45.332,45.76,45.77,13.8217025,-0.183203983,-0.823869672
45.002,45.417,45.416,45.862,45.87,13.92280543,-0.179158458,-0.820384166
45.096,45.501,45.501,45.964,45.97,14.02965143,-0.173942352,-0.816768365
45.19,45.585,45.585,46.066,46.07,14.13990214,-0.16752879,-0.811095017
45.285,45.669,45.669,46.169,46.17,14.24477306,-0.160444228,-0.805298348
45.387,45.759,45.759,46.268,46.27,14.35297979,-0.151821596,-0.796921808
45.503,45.859,45.859,46.362,46.37,14.48796444,-0.138947857,-0.786559486
45.62,45.959,45.959,46.456,46.47,14.64961324,-0.124962497,-0.773224151
45.736,46.06,46.06,46.55,46.57,14.8408415,-0.106731889,-0.758619314
45.853,46.16,46.16,46.644,46.67,15.04687729,-0.086360753,-0.740315946
45.969,46.26,46.26,46.738,46.77,15.27562402,-0.065677597,-0.720428601
46.086,46.36,46.36,46.832,46.87,15.52364874,-0.042027906,-0.697937225
46.202,46.46,46.46,46.926,46.97,15.78914185,-0.017301389,-0.674064338
46.318,46.561,46.561,47.02,47.07,16.07464237,0.008107027,-0.648999492
46.435,46.661,46.661,47.114,47.17,16.36208326,0.033695188,-0.621719344
46.551,46.761,46.761,47.208,47.27,16.66050974,0.062625794,-0.593395329
46.668,46.861,46.861,47.302,47.37,16.97095297,0.091848683,-0.564802551
46.784,46.961,46.961,47.396,47.47,17.28730639,0.121641626,-0.535385103
46.901,47.061,47.061,47.49,47.57,17.60253633,0.152274729,-0.507022694
47.017,47.162,47.162,47.584,47.67,17.92537751,0.181214706,-0.480392736
47.134,47.262,47.262,47.678,47.77,18.24404972,0.211491505,-0.450026309
47.248,47.361,47.361,47.771,47.87,18.56593571,0.24143214,-0.422432737
47.352,47.453,47.453,47.856,47.97,18.88764726,0.270176449,-0.395553164
47.456,47.546,47.546,47.941,48.07,19.19643368,0.298702132,-0.368199322
47.559,47.638,47.638,48.026,48.17,19.49773612,0.326033834,-0.34198617
47.663,47.731,47.731,48.111,48.27,19.78630324,0.352454085,-0.316569897
47.767,47.823,47.823,48.196,48.37,20.05773163,0.377613546,-0.292821652
47.87,47.916,47.916,48.281,48.47,20.31986223,0.400139723,-0.270033737
47.974,48.008,48.008,48.366,48.57,20.56053609,0.421278614,-0.249490633
48.078,48.101,48.101,48.451,48.67,20.78784763,0.439647469,-0.229090857
48.181,48.193,48.193,48.536,48.77,20.98948208,0.455629318,-0.214418636
48.285,48.286,48.286,48.621,48.87,21.17500166,0.470555912,-0.201252124
48.389,48.378,48.378,48.706,48.97,21.3308581,0.480873975,-0.192157684
48.492,48.471,48.471,48.79,49.07,21.46484375,0.490165562,-0.185238171
48.596,48.563,48.563,48.875,49.17,21.56746427,0.497567096,-0.18125772
48.748,48.706,48.706,49.02,49.27,21.63482421,0.500593379,-0.180922057
48.901,48.85,48.85,49.165,49.37,21.67239771,0.499930103,-0.184020823
49.054,48.994,48.994,49.311,49.47,21.66763715,0.494557908,-0.18953434
49.208,49.138,49.138,49.457,49.57,21.61912974,0.487067604,-0.200161045
49.361,49.282,49.282,49.603,49.67,21.54634119,0.472845898,-0.214669663
49.497,49.413,49.413,49.725,49.77,21.42197245,0.454577215,-0.233596695
49.619,49.534,49.534,49.829,49.87,21.25909161,0.432725008,-0.256959969
49.742,49.654,49.654,49.932,49.97,21.04749923,0.404956315,-0.283645411
49.865,49.775,49.775,50.036,50.07,20.78901814,0.374451131,-0.316248259
49.987,49.896,49.896,50.139,50.17,20.53850953,0.34414886,-0.347839271
50.11,50.017,50.017,50.243,50.27,20.29788354,0.31343719,-0.377345605
50.232,50.138,50.138,50.346,50.37,20.05494792,0.285793267,-0.407003373
50.355,50.258,50.258,50.45,50.47,19.81342692,0.259681453,-0.435431955
50.477,50.379,50.379,50.554,50.57,19.57059818,0.230877989,-0.465926684
50.6,50.5,50.5,50.657,50.67,19.32066303,0.203318664,-0.495764557
50.723,50.621,50.621,50.761,50.77,19.0670049,0.173681998,-0.527845658
50.844,50.745,50.745,50.897,50.87,18.80700632,0.142703702,-0.561986292
50.974,50.878,50.878,51.013,50.97,18.53576481,0.108878471,-0.597042595
51.11,51.016,51.016,51.09,51.07,18.26126612,0.072232262,-0.635817285
51.229,51.139,51.139,51.185,51.17,17.96833904,0.030247102,-0.677214963
51.347,51.261,51.261,51.28,51.27,17.67024896,-0.012148119,-0.72104283
51.466,51.384,51.384,51.375,51.37,17.38541768,-0.051604489,-0.76220658
51.585,51.506,51.506,51.47,51.47,17.09016628,-0.094383949,-0.806801189
51.703,51.628,51.628,51.565,51.57,16.81781417,-0.129646435,-0.843053014
51.822,51.751,51.751,51.66,51.67,16.53323773,-0.167018367,-0.880965004
51.929,51.862,51.862,51.754,51.77,16.22260272,-0.216316239,-0.933369033
52.013,51.95,51.95,51.846,51.87,15.83902651,-0.288490851,-1.00692317
52.096,52.039,52.039,51.937,51.97,15.49024319,-0.363392889,-1.086547673
52.18,52.127,52.127,52.029,52.07,15.21682568,-0.436077614,-1.162029976
52.264,52.215,52.215,52.121,52.17,14.95493437,-0.511357334,-1.239718313
52.348,52.304,52.304,52.212,52.27,14.68948879,-0.59678099,-1.326553978
52.432,52.392,52.392,52.304,52.37,14.37521421,-0.70175058,-1.434051676
52.516,52.48,52.48,52.395,52.47,14.04480908,-0.796796438,-1.532377024
52.599,52.569,52.569,52.487,52.57,13.78403786,-0.842784472,-1.579501487
52.696,52.681,52.681,52.593,52.67,13.57242919,-0.850994833,-1.586434592
52.811,52.827,52.827,52.718,52.77,13.41424667,-0.828693747,-1.566351189
52.925,52.973,52.973,52.843,52.87,13.30125405,-0.791047061,-1.527929069
53.027,53.1,53.1,52.949,52.97,13.2331337,-0.744333108,-1.481800634
53.102,53.184,53.184,53.009,53.07,13.19867155,-0.704120609,-1.4417571
53.187,53.298,53.298,53.142,53.17,13.19489827,-0.66495292,-1.403921065
53.229,53.349,53.349,53.188,53.27,13.21957721,-0.616998839,-1.356763558
53.272,53.399,53.399,53.235,53.37,13.27712661,-0.563493407,-1.305273178
53.357,53.493,53.493,53.338,53.47,13.3483185,-0.50390826,-1.246979698
53.462,53.607,53.607,53.469,53.57,13.43035247,-0.439287617,-1.183673203
53.567,53.721,53.721,53.6,53.67,13.52495572,-0.370954498,-1.116726457
53.672,53.836,53.836,53.731,53.77,13.6206895,-0.300760875,-1.048533525
53.777,53.95,53.95,53.862,53.87,13.72395771,-0.229010937,-0.977469975
53.872,54.053,54.053,53.972,53.97,13.84579711,-0.152557121,-0.903228495
53.962,54.151,54.151,54.072,54.07,14.03033278,-0.063500609,-0.812735366
54.052,54.249,54.249,54.173,54.17,14.27951269,0.038936848,-0.70925994
54.142,54.347,54.347,54.274,54.27,14.51425228,0.138007398,-0.611370399
54.232,54.446,54.446,54.375,54.37,14.69001414,0.224586504,-0.524796314
54.322,54.544,54.544,54.476,54.47,14.87602262,0.308762147,-0.441058552
54.412,54.642,54.642,54.577,54.57,15.05605349,0.391163054,-0.360622902
54.502,54.74,54.74,54.678,54.67,15.24890671,0.471217461,-0.282920861
54.592,54.839,54.839,54.778,54.77,15.43612852,0.546386176,-0.208827234
54.682,54.937,54.937,54.879,54.87,15.62634257,0.617863237,-0.138922399
54.772,55.035,55.035,54.98,54.97,15.80800343,0.685089235,-0.072376369
54.862,55.133,55.133,55.081,55.07,15.98793359,0.748642183,-0.0093359
54.952,55.232,55.232,55.182,55.17,16.16400661,0.80825845,0.048781338
55.042,55.33,55.33,55.283,55.27,16.34540613,0.863818559,0.103959951
55.132,55.428,55.428,55.384,55.37,16.51731249,0.915687735,0.151780074
55.222,55.526,55.526,55.484,55.47,16.68547615,0.963041297,0.198376649
55.312,55.625,55.625,55.585,55.57,16.84109632,1.004716766,0.239543355
55.402,55.723,55.723,55.686,55.67,16.990265,1.04296464,0.276983261
55.492,55.821,55.821,55.787,55.77,17.1319916,1.077852199,0.308478929
55.582,55.919,55.919,55.888,55.87,17.25922174,1.10635899,0.334673847
55.672,56.017,56.017,55.989,55.97,17.37404369,1.130953708,0.355708809
55.762,56.116,56.116,56.089,56.07,17.48510981,1.150811947,0.373853092
55.852,56.214,56.214,56.19,56.17,17.58565402,1.163667022,0.384826568
55.942,56.312,56.312,56.291,56.27,17.67352182,1.172150902,0.391247962
56.032,56.41,56.41,56.392,56.37,17.73626841,1.174678842,0.39167605
56.122,56.509,56.509,56.493,56.47,17.78631744,1.171389179,0.386742645
56.212,56.607,56.607,56.594,56.57,17.82240343,1.161242746,0.375468121
56.302,56.705,56.705,56.695,56.67,17.84664587,1.146952881,0.359433471
56.392,56.803,56.803,56.795,56.77,17.85293247,1.126889646,0.337054298
56.482,56.902,56.902,56.896,56.87,17.83146571,1.099749456,0.305749549
56.572,57,57,56.997,56.97,17.79701557,1.064944388,0.269007095
56.662,57.098,57.098,57.098,57.07,17.73860336,1.02688984,0.228758465
56.76,57.204,57.204,57.204,57.17,17.96219436,0.98505336,0.183188901
56.858,57.309,57.309,57.309,57.27,17.82501492,0.948510822,0.144031201
56.956,57.415,57.415,57.415,57.37,17.69974097,0.91761547,0.1123757
57.054,57.521,57.521,57.521,57.47,17.58052974,0.891443834,0.08459034
57.153,57.626,57.626,57.626,57.57,17.46742734,0.868640833,0.060207206
57.248,57.73,57.73,57.73,57.67,17.36074268,0.846068197,0.036621463
57.343,57.833,57.833,57.833,57.77,17.24076206,0.82266664,0.013081853
57.437,57.936,57.936,57.936,57.87,17.11557856,0.796066944,-0.012987544
57.532,58.039,58.039,58.039,57.97,16.97145755,0.765949396,-0.044258491
57.627,58.141,58.141,58.141,58.07,16.82492842,0.734777167,-0.076690853
57.721,58.244,58.244,58.244,58.17,16.67105213,0.703785147,-0.109261995
57.816,58.347,58.347,58.347,58.27,16.51837146,0.673159016,-0.140773622
57.911,58.45,58.45,58.45,58.37,16.37072411,0.643679741,-0.172089343
58.005,58.553,58.553,58.553,58.47,16.21360671,0.613990132,-0.203605041
58.1,58.656,58.656,58.656,58.57,16.06665195,0.584019317,-0.234051188
58.194,58.758,58.758,58.758,58.67,15.91488678,0.555450149,-0.263436211
58.289,58.861,58.861,58.861,58.77,15.7612639,0.527337388,-0.291396245
58.384,58.963,58.963,58.963,58.87,15.61186106,0.498083757,-0.321286853
58.492,59.047,59.047,59.047,58.97,15.45977079,0.469527631,-0.350157339
58.6,59.131,59.131,59.131,59.07,15.30910664,0.442115826,-0.378365454
58.708,59.214,59.214,59.214,59.17,15.16339498,0.415557772,-0.40612726
58.81,59.311,59.311,59.313,59.27,15.00903783,0.388414437,-0.434475192
58.909,59.413,59.413,59.417,59.37,14.86156659,0.361573841,-0.464081433
59.009,59.515,59.515,59.52,59.47,14.71364825,0.334825947,-0.492249088
59.108,59.617,59.617,59.624,59.57,14.56696978,0.307930549,-0.520891986
59.207,59.719,59.719,59.728,59.67,14.4193299,0.281934554,-0.548954078
59.307,59.821,59.821,59.832,59.77,14.27340124,0.255139808,-0.577739593
59.406,59.923,59.923,59.936,59.87,14.12178956,0.227592289,-0.605543041
59.506,60.025,60.025,60.04,59.97,13.97126439,0.201201054,-0.633331456
59.605,60.126,60.126,60.143,60.07,13.81551559,0.175391576,-0.660587212
59.705,60.228,60.228,60.247,60.17,13.66987083,0.14934796,-0.688047757
59.804,60.33,60.33,60.351,60.27,13.52268287,0.123613946,-0.714860664
59.904,60.432,60.432,60.455,60.37,13.38337188,0.098789983,-0.741886538
60.003,60.534,60.534,60.559,60.47,13.23847744,0.073206596,-0.768455848
60.102,60.636,60.636,60.663,60.57,13.0987965,0.047845616,-0.795527153
60.202,60.738,60.738,60.766,60.67,12.9492931,0.022279322,-0.821684857
60.301,60.84,60.84,60.87,60.77,12.80078803,-0.002909964,-0.848739553
60.401,60.941,60.941,60.974,60.87,12.6605831,-0.027135805,-0.877026358
60.5,61.043,61.043,61.078,60.97,12.51535579,-0.052839237,-0.904133368
60.6,61.145,61.145,61.182,61.07,12.37086717,-0.078101163,-0.930928241
60.699,61.247,61.247,61.285,61.17,12.22460849,-0.105016701,-0.958313844
60.799,61.349,61.349,61.389,61.27,12.09037313,-0.130959012,-0.984082504
60.898,61.451,61.451,61.493,61.37,11.94845612,-0.156514195,-1.011466137
60.998,61.553,61.553,61.597,61.47,11.80103069,-0.181571164,-1.036930742
61.097,61.655,61.655,61.701,61.57,11.65447161,-0.206949825,-1.063901973
61.196,61.756,61.756,61.805,61.67,11.50492675,-0.231564165,-1.089085681
61.296,61.858,61.858,61.908,61.77,11.36009483,-0.256973062,-1.114785318
61.395,61.96,61.96,62.012,61.87,11.21606819,-0.281958371,-1.140967396
61.495,62.062,62.062,62.116,61.97,11.07473378,-0.307752341,-1.167470021
